Species,Subj_idx,Session,Block,Trial,Stim,Procedure,Duration_Set,Target_Duration,Response,Congruency,Practice
Human,4,1,10,12,Auditory,TR,2.4,2.4,2.054,0,Testing
Human,4,1,10,13,Auditory,TR,2.4,2.4,2.159,0,Testing
Human,4,1,10,14,Auditory,TR,0.8,0.8,1.091,0,Testing
Human,4,1,10,15,Auditory,TR,0.8,0.8,1.377,0,Testing
Human,4,1,10,16,Auditory,TR,0.8,0.8,0.906,0,Testing
Human,4,1,10,17,Auditory,TR,0.8,0.8,1.101,0,Testing
Human,4,1,10,18,Auditory,TR,0.8,0.8,0.811,1,Testing
Human,4,1,10,19,Auditory,TR,2.4,2.4,2.125,1,Testing
Human,4,1,10,20,Auditory,TR,0.8,0.8,1.544,0,Testing
Human,4,1,10,21,Auditory,TR,0.8,0.8,0.77,1,Testing
Human,4,1,10,22,Auditory,TR,2.4,2.4,2.327,1,Testing
Human,4,1,10,23,Auditory,TR,2.4,2.4,3.583,1,Testing
Human,4,1,10,24,Auditory,TR,2.4,2.4,2.919,0,Testing
Human,4,1,10,25,Auditory,TR,0.8,0.8,0.78,1,Testing
Human,4,1,10,26,Auditory,TR,2.4,2.4,3.085,1,Testing
Human,4,1,10,27,Auditory,TR,0.8,0.8,0.892,0,Testing
Human,4,1,10,28,Auditory,TR,2.4,2.4,1.906,0,Testing
Human,4,1,10,29,Auditory,TR,0.8,0.8,0.82,1,Testing
Human,4,1,10,30,Auditory,TR,0.8,0.8,0.835,1,Testing
Human,4,1,10,31,Auditory,TR,2.4,2.4,2.65,1,Testing
Human,4,1,10,32,Auditory,TR,0.8,0.8,0.926,1,Testing
Human,4,1,11,1,Auditory,TR,0.8,0.8,0.885,0,Testing
Human,4,1,11,2,Auditory,TR,2.4,2.4,1.709,0,Testing
Human,4,1,11,3,Auditory,TR,0.8,0.8,1.191,0,Testing
Human,4,1,11,4,Auditory,TR,0.8,0.8,1.249,0,Testing
Human,4,1,11,5,Auditory,TR,0.8,0.8,1.088,1,Testing
Human,4,1,11,6,Auditory,TR,0.8,0.8,1.495,0,Testing
Human,4,1,11,7,Auditory,TR,0.8,0.8,0.949,1,Testing
Human,4,1,11,8,Auditory,TR,2.4,2.4,2.217,0,Testing
Human,4,1,11,9,Auditory,TR,2.4,2.4,2.056,1,Testing
Human,4,1,11,10,Auditory,TR,0.8,0.8,0.88,1,Testing
Human,4,1,11,11,Auditory,TR,2.4,2.4,2.181,0,Testing
Human,4,1,11,12,Auditory,TR,2.4,2.4,2.03,1,Testing
Human,4,1,11,13,Auditory,TR,2.4,2.4,2.353,0,Testing
Human,4,1,11,14,Auditory,TR,2.4,2.4,2.389,1,Testing
Human,4,1,11,15,Auditory,TR,0.8,0.8,1.078,1,Testing
Human,4,1,11,16,Auditory,TR,2.4,2.4,2.515,0,Testing
Human,4,1,11,17,Auditory,TR,0.8,0.8,1.307,0,Testing
Human,4,1,11,18,Auditory,TR,2.4,2.4,2.343,1,Testing
Human,4,1,11,19,Auditory,TR,2.4,2.4,2.144,1,Testing
Human,4,1,11,20,Auditory,TR,0.8,0.8,1.352,0,Testing
Human,4,1,11,21,Auditory,TR,0.8,0.8,0.771,1,Testing
Human,4,1,11,22,Auditory,TR,2.4,2.4,3.059,0,Testing
Human,4,1,11,23,Auditory,TR,2.4,2.4,2.354,1,Testing
Human,4,1,11,24,Auditory,TR,2.4,2.4,1.997,1,Testing
Human,4,1,11,25,Auditory,TR,2.4,2.4,2.673,0,Testing
Human,4,1,11,26,Auditory,TR,0.8,0.8,1.06,0,Testing
Human,4,1,11,27,Auditory,TR,0.8,0.8,0.68,1,Testing
Human,4,1,11,28,Auditory,TR,0.8,0.8,0.956,0,Testing
Human,4,1,11,29,Auditory,TR,2.4,2.4,2.081,1,Testing
Human,4,1,11,30,Auditory,TR,0.8,0.8,0.788,1,Testing
Human,4,1,11,31,Auditory,TR,0.8,0.8,0.965,1,Testing
Human,4,1,11,32,Auditory,TR,2.4,2.4,2.452,0,Testing
Human,5,1,1,1,Auditory,TR,2.4,2.4,1.696,0,Training
Human,5,1,1,2,Auditory,TR,0.8,0.8,1.846,1,Training
Human,5,1,1,3,Auditory,TR,2.4,2.4,1.941,0,Training
Human,5,1,1,4,Auditory,TR,0.8,0.8,1.156,0,Training
Human,5,1,1,5,Auditory,TR,0.8,0.8,1.135,1,Training
Human,5,1,1,6,Auditory,TR,2.4,2.4,2.092,1,Training
Human,5,1,1,7,Auditory,TR,2.4,2.4,2.035,1,Training
Human,5,1,1,8,Auditory,TR,0.8,0.8,0.5,0,Training
Human,5,1,2,1,Auditory,TR,2.4,2.4,1.022,0,Testing
Human,5,1,2,2,Auditory,TR,0.8,0.8,1.657,0,Testing
Human,5,1,2,3,Auditory,TR,0.8,0.8,1.361,1,Testing
Human,5,1,2,4,Auditory,TR,0.8,0.8,1.741,0,Testing
Human,5,1,2,5,Auditory,TR,2.4,2.4,1.494,1,Testing
Human,5,1,2,6,Auditory,TR,0.8,0.8,0.819,1,Testing
Human,5,1,2,7,Auditory,TR,2.4,2.4,1.302,0,Testing
Human,5,1,2,8,Auditory,TR,2.4,2.4,1.632,1,Testing
Human,5,1,2,9,Auditory,TR,0.8,0.8,1.546,0,Testing
Human,5,1,2,10,Auditory,TR,0.8,0.8,1.219,1,Testing
Human,5,1,2,11,Auditory,TR,2.4,2.4,1.734,1,Testing
Human,5,1,2,12,Auditory,TR,2.4,2.4,1.174,0,Testing
Human,5,1,2,13,Auditory,TR,0.8,0.8,0.365,0,Testing
Human,5,1,2,14,Auditory,TR,0.8,0.8,0.746,1,Testing
Human,5,1,2,15,Auditory,TR,2.4,2.4,2.158,1,Testing
Human,5,1,2,16,Auditory,TR,2.4,2.4,2.317,1,Testing
Human,5,1,2,17,Auditory,TR,2.4,2.4,2.257,1,Testing
Human,5,1,2,18,Auditory,TR,2.4,2.4,2.92,0,Testing
Human,5,1,2,19,Auditory,TR,0.8,0.8,0.62,0,Testing
Human,5,1,2,20,Auditory,TR,0.8,0.8,0.333,0,Testing
Human,5,1,2,21,Auditory,TR,2.4,2.4,3.088,0,Testing
Human,5,1,2,22,Auditory,TR,2.4,2.4,3.211,0,Testing
Human,5,1,2,23,Auditory,TR,2.4,2.4,0.588,0,Testing
Human,5,1,2,24,Auditory,TR,2.4,2.4,2.134,1,Testing
Human,5,1,2,25,Auditory,TR,0.8,0.8,1.455,0,Testing
Human,5,1,2,26,Auditory,TR,2.4,2.4,2.485,1,Testing
Human,5,1,2,27,Auditory,TR,0.8,0.8,0.964,1,Testing
Human,5,1,2,28,Auditory,TR,2.4,2.4,2.561,0,Testing
Human,5,1,2,29,Auditory,TR,0.8,0.8,0.798,0,Testing
Human,5,1,2,30,Auditory,TR,0.8,0.8,0.971,1,Testing
Human,5,1,2,31,Auditory,TR,0.8,0.8,0.89,1,Testing
Human,5,1,2,32,Auditory,TR,0.8,0.8,0.808,1,Testing
Human,5,1,3,1,Auditory,TR,0.8,0.8,0.588,1,Testing
Human,5,1,3,2,Auditory,TR,2.4,2.4,1.758,1,Testing
Human,5,1,3,3,Auditory,TR,2.4,2.4,2.475,0,Testing
Human,5,1,3,4,Auditory,TR,2.4,2.4,2.318,0,Testing
Human,5,1,3,5,Auditory,TR,0.8,0.8,1.289,0,Testing
Human,5,1,3,6,Auditory,TR,2.4,2.4,1.72,1,Testing
Human,5,1,3,7,Auditory,TR,0.8,0.8,0.706,1,Testing
Human,5,1,3,8,Auditory,TR,0.8,0.8,0.845,1,Testing
Human,5,1,3,9,Auditory,TR,0.8,0.8,1.722,0,Testing
Human,5,1,3,10,Auditory,TR,0.8,0.8,0.695,1,Testing
Human,5,1,3,11,Auditory,TR,0.8,0.8,0.78,1,Testing
Human,5,1,3,12,Auditory,TR,2.4,2.4,3.423,1,Testing
Human,5,1,3,13,Auditory,TR,2.4,2.4,0.776,0,Testing
Human,5,1,3,14,Auditory,TR,0.8,0.8,0.713,0,Testing
Human,5,1,3,15,Auditory,TR,2.4,2.4,1.311,0,Testing
Human,5,1,3,16,Auditory,TR,2.4,2.4,1.714,0,Testing
Human,5,1,3,17,Auditory,TR,0.8,0.8,1.343,1,Testing
Human,5,1,3,18,Auditory,TR,0.8,0.8,0.759,0,Testing
Human,5,1,3,19,Auditory,TR,0.8,0.8,0.731,0,Testing
Human,5,1,3,20,Auditory,TR,2.4,2.4,1.725,1,Testing
Human,5,1,3,21,Auditory,TR,2.4,2.4,2.285,1,Testing
Human,5,1,3,22,Auditory,TR,0.8,0.8,0.802,1,Testing
Human,5,1,3,23,Auditory,TR,2.4,2.4,1.215,0,Testing
Human,5,1,3,24,Auditory,TR,0.8,0.8,0.727,0,Testing
Human,5,1,3,25,Auditory,TR,2.4,2.4,0.928,0,Testing
Human,5,1,3,26,Auditory,TR,2.4,2.4,1.43,1,Testing
Human,5,1,3,27,Auditory,TR,0.8,0.8,1.632,0,Testing
Human,5,1,3,28,Auditory,TR,2.4,2.4,2.076,1,Testing
Human,5,1,3,29,Auditory,TR,0.8,0.8,2.904,1,Testing
Human,5,1,3,30,Auditory,TR,0.8,0.8,1.247,0,Testing
Human,5,1,3,31,Auditory,TR,2.4,2.4,2.27,1,Testing
Human,5,1,3,32,Auditory,TR,2.4,2.4,2.656,0,Testing
Human,5,1,4,1,Auditory,TR,2.4,2.4,1.592,1,Testing
Human,5,1,4,2,Auditory,TR,0.8,0.8,1.858,0,Testing
Human,5,1,4,3,Auditory,TR,2.4,2.4,1.195,0,Testing
Human,5,1,4,4,Auditory,TR,2.4,2.4,1.057,0,Testing
Human,5,1,4,5,Auditory,TR,0.8,0.8,1.595,1,Testing
Human,5,1,4,6,Auditory,TR,0.8,0.8,0.531,0,Testing
Human,5,1,4,7,Auditory,TR,0.8,0.8,1.476,0,Testing
Human,5,1,4,8,Auditory,TR,0.8,0.8,1.502,0,Testing
Human,5,1,4,9,Auditory,TR,0.8,0.8,1.062,1,Testing
Human,5,1,4,10,Auditory,TR,0.8,0.8,0.887,1,Testing
Human,5,1,4,11,Auditory,TR,0.8,0.8,0.598,0,Testing
Human,5,1,4,12,Auditory,TR,2.4,2.4,4.227,0,Testing
Human,5,1,4,13,Auditory,TR,0.8,0.8,0.836,0,Testing
Human,5,1,4,14,Auditory,TR,2.4,2.4,2.128,1,Testing
Human,5,1,4,15,Auditory,TR,2.4,2.4,1.871,1,Testing
Human,5,1,4,16,Auditory,TR,2.4,2.4,1.874,1,Testing
Human,5,1,4,17,Auditory,TR,2.4,2.4,2.071,1,Testing
Human,5,1,4,18,Auditory,TR,2.4,2.4,2.275,0,Testing
Human,5,1,4,19,Auditory,TR,2.4,2.4,1.726,1,Testing
Human,5,1,4,20,Auditory,TR,0.8,0.8,1.381,1,Testing
Human,5,1,4,21,Auditory,TR,0.8,0.8,0.868,1,Testing
Human,5,1,4,22,Auditory,TR,2.4,2.4,1.511,0,Testing
Human,5,1,4,23,Auditory,TR,0.8,0.8,1.754,0,Testing
Human,5,1,4,24,Auditory,TR,0.8,0.8,0.892,1,Testing
Human,5,1,4,25,Auditory,TR,0.8,0.8,0.933,1,Testing
Human,5,1,4,26,Auditory,TR,2.4,2.4,1.132,0,Testing
Human,5,1,4,27,Auditory,TR,2.4,2.4,2.644,0,Testing
Human,5,1,4,28,Auditory,TR,2.4,2.4,1.609,1,Testing
Human,5,1,4,29,Auditory,TR,0.8,0.8,2.081,1,Testing
Human,5,1,4,30,Auditory,TR,2.4,2.4,2.23,1,Testing
Human,5,1,4,31,Auditory,TR,0.8,0.8,1.689,0,Testing
Human,5,1,4,32,Auditory,TR,2.4,2.4,2.321,0,Testing
Human,5,1,5,1,Auditory,TR,2.4,2.4,1.262,0,Testing
Human,5,1,5,2,Auditory,TR,2.4,2.4,1.791,1,Testing
Human,5,1,5,3,Auditory,TR,2.4,2.4,2.218,0,Testing
Human,5,1,5,4,Auditory,TR,2.4,2.4,1.94,1,Testing
Human,5,1,5,5,Auditory,TR,0.8,0.8,0.731,1,Testing
Human,5,1,5,6,Auditory,TR,2.4,2.4,1.557,1,Testing
Human,5,1,5,7,Auditory,TR,2.4,2.4,1.721,1,Testing
Human,5,1,5,8,Auditory,TR,2.4,2.4,2.072,0,Testing
Human,5,1,5,9,Auditory,TR,0.8,0.8,0.731,1,Testing
Human,5,1,5,10,Auditory,TR,0.8,0.8,0.449,0,Testing
Human,5,1,5,11,Auditory,TR,0.8,0.8,0.424,0,Testing
Human,5,1,5,12,Auditory,TR,2.4,2.4,2.601,0,Testing
Human,5,1,5,13,Auditory,TR,2.4,2.4,1.294,1,Testing
Human,5,1,5,14,Auditory,TR,0.8,0.8,0.933,1,Testing
Human,5,1,5,15,Auditory,TR,2.4,2.4,2.421,0,Testing
Human,5,1,5,16,Auditory,TR,0.8,0.8,0.876,1,Testing
Human,5,1,5,17,Auditory,TR,0.8,0.8,1.391,0,Testing
Human,5,1,5,18,Auditory,TR,2.4,2.4,1.928,1,Testing
Human,5,1,5,19,Auditory,TR,0.8,0.8,1.568,0,Testing
Human,5,1,5,20,Auditory,TR,2.4,2.4,1.862,0,Testing
Human,5,1,5,21,Auditory,TR,0.8,0.8,0.864,1,Testing
Human,5,1,5,22,Auditory,TR,0.8,0.8,0.559,0,Testing
Human,5,1,5,23,Auditory,TR,2.4,2.4,1.87,1,Testing
Human,5,1,5,24,Auditory,TR,2.4,2.4,1.921,1,Testing
Human,5,1,5,25,Auditory,TR,0.8,0.8,0.766,1,Testing
Human,5,1,5,26,Auditory,TR,0.8,0.8,0.949,1,Testing
Human,5,1,5,27,Auditory,TR,2.4,2.4,1.273,0,Testing
Human,5,1,5,28,Auditory,TR,0.8,0.8,1.237,0,Testing
Human,5,1,5,29,Auditory,TR,2.4,2.4,1.528,0,Testing
Human,5,1,5,30,Auditory,TR,0.8,0.8,1.847,0,Testing
Human,5,1,5,31,Auditory,TR,0.8,0.8,0.861,0,Testing
Human,5,1,5,32,Auditory,TR,0.8,0.8,0.788,1,Testing
Human,5,1,6,1,Auditory,TR,0.8,0.8,0.786,1,Testing
Human,5,1,6,2,Auditory,TR,0.8,0.8,1.726,0,Testing
Human,5,1,6,3,Auditory,TR,2.4,2.4,1.844,1,Testing
Human,5,1,6,4,Auditory,TR,2.4,2.4,2.322,1,Testing
Human,5,1,6,5,Auditory,TR,2.4,2.4,2.605,0,Testing
Human,5,1,6,6,Auditory,TR,0.8,0.8,0.89,1,Testing
Human,5,1,6,7,Auditory,TR,2.4,2.4,1.779,1,Testing
Human,5,1,6,8,Auditory,TR,0.8,0.8,1.477,0,Testing
Human,5,1,6,9,Auditory,TR,2.4,2.4,1.65,0,Testing
Human,5,1,6,10,Auditory,TR,2.4,2.4,1.719,0,Testing
Human,5,1,6,11,Auditory,TR,0.8,0.8,3.373,0,Testing
Human,5,1,6,12,Auditory,TR,0.8,0.8,1.57,0,Testing
Human,5,1,6,13,Auditory,TR,2.4,2.4,3.77,1,Testing
Human,5,1,6,14,Auditory,TR,0.8,0.8,0.744,1,Testing
Human,5,1,6,15,Auditory,TR,2.4,2.4,2.193,0,Testing
Human,5,1,6,16,Auditory,TR,0.8,0.8,0.964,1,Testing
Human,5,1,6,17,Auditory,TR,2.4,2.4,2.938,0,Testing
Human,5,1,6,18,Auditory,TR,0.8,0.8,0.65,0,Testing
Human,5,1,6,19,Auditory,TR,2.4,2.4,2.289,1,Testing
Human,5,1,6,20,Auditory,TR,0.8,0.8,0.791,1,Testing
Human,5,1,6,21,Auditory,TR,2.4,2.4,1.787,0,Testing
Human,5,1,6,22,Auditory,TR,0.8,0.8,0.862,0,Testing
Human,5,1,6,23,Auditory,TR,2.4,2.4,1.32,0,Testing
Human,5,1,6,24,Auditory,TR,0.8,0.8,1.596,0,Testing
Human,5,1,6,25,Auditory,TR,0.8,0.8,0.847,1,Testing
Human,5,1,6,26,Auditory,TR,2.4,2.4,2.142,0,Testing
Human,5,1,6,27,Auditory,TR,0.8,0.8,0.903,1,Testing
Human,5,1,6,28,Auditory,TR,2.4,2.4,2.24,1,Testing
Human,5,1,6,29,Auditory,TR,2.4,2.4,1.941,1,Testing
Human,5,1,6,30,Auditory,TR,0.8,0.8,1.732,0,Testing
Human,5,1,6,31,Auditory,TR,2.4,2.4,2.156,1,Testing
Human,5,1,6,32,Auditory,TR,0.8,0.8,1.07,1,Testing
Human,5,1,7,1,Auditory,TR,0.8,0.8,0.632,0,Testing
Human,5,1,7,2,Auditory,TR,0.8,0.8,0.844,1,Testing
Human,5,1,7,3,Auditory,TR,0.8,0.8,1.544,0,Testing
Human,5,1,7,4,Auditory,TR,2.4,2.4,2.111,1,Testing
Human,5,1,7,5,Auditory,TR,0.8,0.8,0.539,0,Testing
Human,5,1,7,6,Auditory,TR,2.4,2.4,2.629,0,Testing
Human,5,1,7,7,Auditory,TR,2.4,2.4,1.029,0,Testing
Human,5,1,7,8,Auditory,TR,0.8,0.8,2.375,0,Testing
Human,5,1,7,9,Auditory,TR,0.8,0.8,0.75,1,Testing
Human,5,1,7,10,Auditory,TR,0.8,0.8,1.162,0,Testing
Human,5,1,7,11,Auditory,TR,2.4,2.4,1.438,0,Testing
Human,5,1,7,12,Auditory,TR,0.8,0.8,1.011,1,Testing
Human,5,1,7,13,Auditory,TR,0.8,0.8,0.809,1,Testing
Human,5,1,7,14,Auditory,TR,2.4,2.4,1.867,1,Testing
Human,5,1,7,15,Auditory,TR,2.4,2.4,2.182,1,Testing
Human,5,1,7,16,Auditory,TR,0.8,0.8,1.254,0,Testing
Human,5,1,7,17,Auditory,TR,0.8,0.8,0.423,0,Testing
Human,5,1,7,18,Auditory,TR,0.8,0.8,1.456,0,Testing
Human,5,1,7,19,Auditory,TR,0.8,0.8,1.159,1,Testing
Human,5,1,7,20,Auditory,TR,2.4,2.4,1.973,1,Testing
Human,5,1,7,21,Auditory,TR,2.4,2.4,2.195,0,Testing
Human,5,1,7,22,Auditory,TR,0.8,0.8,0.856,1,Testing
Human,5,1,7,23,Auditory,TR,2.4,2.4,1.368,1,Testing
Human,5,1,7,24,Auditory,TR,0.8,0.8,0.733,1,Testing
Human,5,1,7,25,Auditory,TR,2.4,2.4,2.006,0,Testing
Human,5,1,7,26,Auditory,TR,0.8,0.8,1.595,1,Testing
Human,5,1,7,27,Auditory,TR,2.4,2.4,0.004,0,Testing
Human,5,1,7,28,Auditory,TR,2.4,2.4,2.035,0,Testing
Human,5,1,7,29,Auditory,TR,2.4,2.4,1.296,0,Testing
Human,5,1,7,30,Auditory,TR,2.4,2.4,1.439,1,Testing
Human,5,1,7,31,Auditory,TR,2.4,2.4,1.123,1,Testing
Human,5,1,7,32,Auditory,TR,2.4,2.4,1.514,1,Testing
Human,5,1,8,1,Auditory,TR,2.4,2.4,2.302,0,Testing
Human,5,1,8,2,Auditory,TR,0.8,0.8,0.925,1,Testing
Human,5,1,8,3,Auditory,TR,0.8,0.8,0.937,1,Testing
Human,5,1,8,4,Auditory,TR,2.4,2.4,1.979,1,Testing
Human,5,1,8,5,Auditory,TR,0.8,0.8,2.291,0,Testing
Human,5,1,8,6,Auditory,TR,0.8,0.8,0.704,1,Testing
Human,5,1,8,7,Auditory,TR,0.8,0.8,0.682,0,Testing
Human,5,1,8,8,Auditory,TR,2.4,2.4,2.503,1,Testing
Human,5,1,8,9,Auditory,TR,2.4,2.4,1.562,0,Testing
Human,5,1,8,10,Auditory,TR,0.8,0.8,0.997,1,Testing
Human,5,1,8,11,Auditory,TR,0.8,0.8,1.492,0,Testing
Human,5,1,8,12,Auditory,TR,0.8,0.8,1.321,0,Testing
Human,5,1,8,13,Auditory,TR,2.4,2.4,1.838,0,Testing
Human,5,1,8,14,Auditory,TR,2.4,2.4,2.309,1,Testing
Human,5,1,8,15,Auditory,TR,0.8,0.8,0.733,1,Testing
Human,5,1,8,16,Auditory,TR,2.4,2.4,1.272,0,Testing
Human,5,1,8,17,Auditory,TR,2.4,2.4,2.499,0,Testing
Human,5,1,8,18,Auditory,TR,2.4,2.4,1.804,1,Testing
Human,5,1,8,19,Auditory,TR,2.4,2.4,1.386,1,Testing
Human,5,1,8,20,Auditory,TR,2.4,2.4,1.404,0,Testing
Human,5,1,8,21,Auditory,TR,0.8,0.8,0.948,1,Testing
Human,5,1,8,22,Auditory,TR,2.4,2.4,3.373,0,Testing
Human,5,1,8,23,Auditory,TR,2.4,2.4,1.883,1,Testing
Human,5,1,8,24,Auditory,TR,0.8,0.8,0.623,1,Testing
Human,5,1,8,25,Auditory,TR,0.8,0.8,0.601,0,Testing
Human,5,1,8,26,Auditory,TR,2.4,2.4,2.169,1,Testing
Human,5,1,8,27,Auditory,TR,0.8,0.8,1.133,0,Testing
Human,5,1,8,28,Auditory,TR,2.4,2.4,1.959,1,Testing
Human,5,1,8,29,Auditory,TR,0.8,0.8,1.883,0,Testing
Human,5,1,8,30,Auditory,TR,2.4,2.4,2.454,0,Testing
Human,5,1,8,31,Auditory,TR,0.8,0.8,0.844,0,Testing
Human,5,1,8,32,Auditory,TR,0.8,0.8,0.73,1,Testing
Human,5,1,9,1,Auditory,TR,2.4,2.4,1.894,1,Testing
Human,5,1,9,2,Auditory,TR,0.8,0.8,0.86,1,Testing
Human,5,1,9,3,Auditory,TR,2.4,2.4,2.045,1,Testing
Human,5,1,9,4,Auditory,TR,0.8,0.8,0.795,1,Testing
Human,5,1,9,5,Auditory,TR,2.4,2.4,1.576,0,Testing
Human,5,1,9,6,Auditory,TR,2.4,2.4,2.808,0,Testing
Human,5,1,9,7,Auditory,TR,0.8,0.8,2.286,0,Testing
Human,5,1,9,8,Auditory,TR,0.8,0.8,0.924,1,Testing
Human,5,1,9,9,Auditory,TR,0.8,0.8,0.784,1,Testing
Human,5,1,9,10,Auditory,TR,2.4,2.4,2.212,0,Testing
Human,5,1,9,11,Auditory,TR,2.4,2.4,2.035,0,Testing
Human,5,1,9,12,Auditory,TR,2.4,2.4,2.005,1,Testing
Human,5,1,9,13,Auditory,TR,2.4,2.4,2.619,0,Testing
Human,5,1,9,14,Auditory,TR,2.4,2.4,1.764,0,Testing
Human,5,1,9,15,Auditory,TR,0.8,0.8,0.762,0,Testing
Human,5,1,9,16,Auditory,TR,0.8,0.8,1.15,0,Testing
Human,5,1,9,17,Auditory,TR,2.4,2.4,2.226,1,Testing
Human,5,1,9,18,Auditory,TR,0.8,0.8,1.362,0,Testing
Human,5,1,9,19,Auditory,TR,0.8,0.8,1.993,1,Testing
Human,5,1,9,20,Auditory,TR,0.8,0.8,0.78,1,Testing
Human,5,1,9,21,Auditory,TR,2.4,2.4,1.598,1,Testing
Human,5,1,9,22,Auditory,TR,0.8,0.8,2.897,0,Testing
Human,5,1,9,23,Auditory,TR,2.4,2.4,2.65,1,Testing
Human,5,1,9,24,Auditory,TR,2.4,2.4,1.762,1,Testing
Human,5,1,9,25,Auditory,TR,0.8,0.8,2.294,0,Testing
Human,5,1,9,26,Auditory,TR,0.8,0.8,1.492,0,Testing
Human,5,1,9,27,Auditory,TR,0.8,0.8,1.572,0,Testing
Human,5,1,9,28,Auditory,TR,0.8,0.8,0.777,1,Testing
Human,5,1,9,29,Auditory,TR,0.8,0.8,1.025,1,Testing
Human,5,1,9,30,Auditory,TR,2.4,2.4,1.005,0,Testing
Human,5,1,9,31,Auditory,TR,2.4,2.4,2.563,1,Testing
Human,5,1,9,32,Auditory,TR,2.4,2.4,1.778,0,Testing
Human,5,1,10,1,Auditory,TR,0.8,0.8,0.895,0,Testing
Human,5,1,10,2,Auditory,TR,0.8,0.8,0.839,1,Testing
Human,5,1,10,3,Auditory,TR,0.8,0.8,0.755,1,Testing
Human,5,1,10,4,Auditory,TR,0.8,0.8,0.934,0,Testing
Human,5,1,10,5,Auditory,TR,2.4,2.4,1.655,0,Testing
Human,5,1,10,6,Auditory,TR,0.8,0.8,0.752,1,Testing
Human,5,1,10,7,Auditory,TR,0.8,0.8,1.41,0,Testing
Human,5,1,10,8,Auditory,TR,2.4,2.4,1.138,0,Testing
Human,5,1,10,9,Auditory,TR,0.8,0.8,1.755,0,Testing
Human,5,1,10,10,Auditory,TR,0.8,0.8,0.645,1,Testing
Human,5,1,10,11,Auditory,TR,2.4,2.4,2.708,0,Testing
Human,5,1,10,12,Auditory,TR,2.4,2.4,1.526,1,Testing
Human,5,1,10,13,Auditory,TR,0.8,0.8,1.956,0,Testing
Human,5,1,10,14,Auditory,TR,2.4,2.4,1.457,0,Testing
Human,5,1,10,15,Auditory,TR,2.4,2.4,1.979,1,Testing
Human,5,1,10,16,Auditory,TR,2.4,2.4,2.196,0,Testing
Human,5,1,10,17,Auditory,TR,2.4,2.4,2.861,0,Testing
Human,5,1,10,18,Auditory,TR,2.4,2.4,1.751,1,Testing
Human,5,1,10,19,Auditory,TR,0.8,0.8,0.8,1,Testing
Human,5,1,10,20,Auditory,TR,2.4,2.4,1.647,0,Testing
Human,5,1,10,21,Auditory,TR,2.4,2.4,2.822,1,Testing
Human,5,1,10,22,Auditory,TR,2.4,2.4,2.024,1,Testing
Human,5,1,10,23,Auditory,TR,2.4,2.4,1.858,1,Testing
Human,5,1,10,24,Auditory,TR,0.8,0.8,0.939,1,Testing
Human,5,1,10,25,Auditory,TR,0.8,0.8,1.489,0,Testing
Human,5,1,10,26,Auditory,TR,0.8,0.8,1.622,0,Testing
Human,5,1,10,27,Auditory,TR,0.8,0.8,1.033,0,Testing
Human,5,1,10,28,Auditory,TR,2.4,2.4,2.053,1,Testing
Human,5,1,10,29,Auditory,TR,0.8,0.8,0.819,1,Testing
Human,5,1,10,30,Auditory,TR,2.4,2.4,2.205,1,Testing
Human,5,1,10,31,Auditory,TR,0.8,0.8,1.041,1,Testing
Human,5,1,10,32,Auditory,TR,2.4,2.4,11.118,0,Testing
Human,5,1,11,1,Auditory,TR,2.4,2.4,2.213,0,Testing
Human,5,1,11,2,Auditory,TR,2.4,2.4,1.549,0,Testing
Human,5,1,11,3,Auditory,TR,2.4,2.4,2.097,1,Testing
Human,5,1,11,4,Auditory,TR,0.8,0.8,1.327,0,Testing
Human,5,1,11,5,Auditory,TR,2.4,2.4,2.421,1,Testing
Human,5,1,11,6,Auditory,TR,0.8,0.8,1.072,1,Testing
Human,5,1,11,7,Auditory,TR,0.8,0.8,0.818,1,Testing
Human,5,1,11,8,Auditory,TR,0.8,0.8,3.362,0,Testing
Human,5,1,11,9,Auditory,TR,2.4,2.4,1.862,1,Testing
Human,5,1,11,10,Auditory,TR,2.4,2.4,2.288,1,Testing
Human,5,1,11,11,Auditory,TR,0.8,0.8,2.109,0,Testing
Human,5,1,11,12,Auditory,TR,2.4,2.4,2.632,0,Testing
Human,5,1,11,13,Auditory,TR,2.4,2.4,2.229,0,Testing
Human,5,1,11,14,Auditory,TR,0.8,0.8,0.773,0,Testing
Human,5,1,11,15,Auditory,TR,0.8,0.8,1.486,0,Testing
Human,5,1,11,16,Auditory,TR,0.8,0.8,1.434,0,Testing
Human,5,1,11,17,Auditory,TR,0.8,0.8,1.246,1,Testing
Human,5,1,11,18,Auditory,TR,0.8,0.8,0.811,1,Testing
Human,5,1,11,19,Auditory,TR,2.4,2.4,1.932,1,Testing
Human,5,1,11,20,Auditory,TR,2.4,2.4,2.648,0,Testing
Human,5,1,11,21,Auditory,TR,2.4,2.4,13.44,1,Testing
Human,5,1,11,22,Auditory,TR,2.4,2.4,1.456,0,Testing
Human,5,1,11,23,Auditory,TR,0.8,0.8,0.736,1,Testing
Human,5,1,11,24,Auditory,TR,2.4,2.4,2.873,0,Testing
Human,5,1,11,25,Auditory,TR,0.8,0.8,0.844,0,Testing
Human,5,1,11,26,Auditory,TR,0.8,0.8,0.745,1,Testing
Human,5,1,11,27,Auditory,TR,0.8,0.8,0.94,1,Testing
Human,5,1,11,28,Auditory,TR,0.8,0.8,0.893,0,Testing
